maker	LG	cM	pval	p.adj	p.adg_lg
55246	4	145.4719288	0.42446	0.987572231	0.602103439
1689	4	146.5958895	0.2056	0.987572231	0.557069268
23182	4	147.1600782	0.8075	0.989835673	0.822735849
51787	4	147.1600783	0.61124	0.987572231	0.666807273
4771	4	149.334239	0.43328	0.987572231	0.602103439
39781	4	150.8051825	0.3118	0.987572231	0.557069268
6146	4	150.8051826	0.30044	0.987572231	0.557069268
15818	4	152.2900249	0.2971	0.987572231	0.557069268
46460	4	152.290025	0.18548	0.987572231	0.557069268
25948	4	154.0482352	0.30724	0.987572231	0.557069268
10288	4	154.368544	0.49956	0.987572231	0.6095025
11809	4	155.4388905	0.68472	0.989835673	0.728569064
2600	4	156.6845559	0.08248	0.987572231	0.523990588
32098	4	160.1958688	0.03192	0.987572231	0.512888276
9037	4	162.0626073	0.23342	0.987572231	0.557069268
39091	4	165.4293852	0.36848	0.987572231	0.585232941
308	4	175.39529	0.48234	0.987572231	0.6095025
1363	4	175.3952901	0.20052	0.987572231	0.557069268
53189	4	175.8184251	0.71838	0.989835673	0.75692722
54080	4	175.8184252	0.25598	0.987572231	0.557069268
13995	4	185.0300202	0.3076	0.987572231	0.557069268
34650	4	186.9909005	0.039	0.987572231	0.512888276
49537	4	189.0581584	0.04302	0.987572231	0.512888276
15934	4	190.4437992	0.09232	0.987572231	0.526585263
10563	4	190.4437994	0.16308	0.987572231	0.557069268
15553	4	196.8637543	0.51598	0.987572231	0.6095025
16646	4	197.3826652	0.44596	0.987572231	0.605832453
10911	4	197.7621543	0.7334	0.989835673	0.769001942
3898	4	197.7621544	0.4158	0.987572231	0.597132715
29192	4	197.7621545	0.90472	0.989835673	0.908928
50253	4	197.7621546	0.0803	0.987572231	0.523990588
37564	4	197.7621547	0.57464	0.987572231	0.639805361
17050	4	197.7621548	0.27704	0.987572231	0.557069268
38721	4	197.7621549	0.04664	0.987572231	0.512888276
55290	4	197.762155	0.76016	0.989835673	0.789396923
24843	4	198.3824182	0.13524	0.987572231	0.557069268
45508	4	198.5918149	0.09088	0.987572231	0.526585263
30160	5	1.555101202	0.40798	0.987572231	0.99406
33693	5	1.555101302	0.76868	0.989835673	0.99406
18552	5	1.555101402	0.74378	0.989835673	0.99406
33119	5	2.485437641	0.84644	0.989835673	0.99406
2878	5	2.743477547	0.9542	0.993325742	0.99406
23969	5	2.743477647	0.88536	0.989835673	0.99406
17607	5	2.743477747	0.91802	0.989835673	0.99406
14410	5	2.743477847	0.7127	0.989835673	0.99406
26419	5	3.529211919	0.7301	0.989835673	0.99406
365	5	3.529212019	0.8223	0.989835673	0.99406
33447	5	3.529212119	0.95882	0.993325742	0.99406
40952	5	3.529212219	0.76292	0.989835673	0.99406
2639	5	3.799941435	0.99092	0.996491857	0.99406
8436	5	3.799941535	0.80376	0.989835673	0.99406
12053	5	3.799941635	0.56092	0.987572231	0.99406
53065	5	4.020118094	0.51458	0.987572231	0.99406
25049	5	10.33886715	0.78218	0.989835673	0.99406
2126	5	10.60801882	0.77808	0.989835673	0.99406
40115	5	29.75535601	0.84492	0.989835673	0.99406
3382	5	29.75535611	0.74842	0.989835673	0.99406
39364	5	29.75535621	0.97002	0.993799921	0.99406
8314	5	29.75535631	0.86684	0.989835673	0.99406
49659	5	31.47998075	0.96352	0.993325742	0.99406
31847	5	32.05306432	0.92278	0.989835673	0.99406
52629	5	34.26667931	0.35502	0.987572231	0.99406
21832	5	36.07830604	0.20468	0.987572231	0.99406
50001	5	39.12075554	0.15652	0.987572231	0.99406
34512	5	39.12075564	0.16772	0.987572231	0.99406
28197	5	39.12075574	0.17994	0.987572231	0.99406
46158	5	40.19059643	0.58502	0.987572231	0.99406
29918	5	40.46511847	0.59072	0.987572231	0.99406
37362	5	40.46511857	0.5272	0.987572231	0.99406
35930	5	40.46511867	0.34164	0.987572231	0.99406
7842	5	41.36616866	0.28506	0.987572231	0.99406
8074	5	44.50047954	0.39302	0.987572231	0.99406
39597	5	46.3456135	0.69274	0.989835673	0.99406
13374	5	46.64866784	0.72106	0.989835673	0.99406
8291	5	47.21924166	0.626	0.987572231	0.99406
48953	5	48.91978297	0.7904	0.989835673	0.99406
26049	5	49.21304313	0.53198	0.987572231	0.99406
47793	5	51.96507241	0.91514	0.989835673	0.99406
48481	5	51.96507251	0.50306	0.987572231	0.99406
27508	5	53.76698256	0.88762	0.989835673	0.99406
27532	5	53.76698266	0.18088	0.987572231	0.99406
22330	5	54.61201315	0.42074	0.987572231	0.99406
741	5	54.61201325	0.5432	0.987572231	0.99406
32640	5	55.68560704	0.48584	0.987572231	0.99406
13212	5	56.21524621	0.83756	0.989835673	0.99406
7572	5	56.21524631	0.97192	0.993799921	0.99406
50828	5	56.7360215	0.9253	0.990136209	0.99406
51700	5	56.7360217	0.63702	0.987572231	0.99406
17682	5	56.7360218	0.86186	0.989835673	0.99406
2047	5	59.12044429	0.99262	0.996866277	0.99406
37990	5	59.12044439	0.18416	0.987572231	0.99406
4612	5	59.4090813	0.11896	0.987572231	0.99406
54597	5	59.4090814	0.95182	0.993325742	0.99406
40859	5	59.4090815	0.32088	0.987572231	0.99406
31187	5	59.4090817	0.71852	0.989835673	0.99406
37582	5	59.4090818	0.466	0.987572231	0.99406
37239	5	59.4090819	0.85312	0.989835673	0.99406
6102	5	59.409082	0.44314	0.987572231	0.99406
2009	5	59.6712406	0.80996	0.989835673	0.99406
35051	5	59.6712408	0.52124	0.987572231	0.99406
31313	5	59.6712409	0.26448	0.987572231	0.99406
18062	5	59.671241	0.97744	0.994582178	0.99406
15739	5	59.6712411	0.326	0.987572231	0.99406
35750	5	60.72579586	0.63372	0.987572231	0.99406
36336	5	60.72579606	0.86286	0.989835673	0.99406
20732	5	60.72579626	0.14864	0.987572231	0.99406
27186	5	60.96866851	0.79438	0.989835673	0.99406
14030	5	60.96866861	0.63792	0.987572231	0.99406
44098	5	60.96866871	0.28974	0.987572231	0.99406
53835	5	61.24862415	0.95882	0.993325742	0.99406
3540	5	61.24862425	0.82738	0.989835673	0.99406
23437	5	61.5384407	0.85096	0.989835673	0.99406
17404	5	62.48285024	0.85308	0.989835673	0.99406
15687	5	62.48285034	0.22746	0.987572231	0.99406
51570	5	63.14999229	0.77686	0.989835673	0.99406
24799	5	63.14999239	0.46002	0.987572231	0.99406
10228	5	63.14999249	0.41732	0.987572231	0.99406
14543	5	63.14999259	0.21964	0.987572231	0.99406
36271	5	63.14999269	0.17568	0.987572231	0.99406
47117	5	63.41016147	0.90426	0.989835673	0.99406
42147	5	63.41016157	0.64702	0.987572231	0.99406
49357	5	63.67255333	0.91862	0.989835673	0.99406
50099	5	63.89351397	0.72808	0.989835673	0.99406
42199	5	68.78348478	0.12358	0.987572231	0.99406
20066	5	74.26884401	0.80266	0.989835673	0.99406
55569	5	74.26884411	0.8234	0.989835673	0.99406
3783	5	75.82987452	0.67896	0.989835673	0.99406
8220	5	76.12101366	0.7832	0.989835673	0.99406
43218	5	76.12101386	0.6193	0.987572231	0.99406
38658	5	76.12101396	0.4365	0.987572231	0.99406
20927	5	76.38222415	0.79464	0.989835673	0.99406
34018	5	77.03586684	0.60406	0.987572231	0.99406
55729	5	77.69075169	0.93372	0.990136209	0.99406
4395	5	77.69075179	0.88662	0.989835673	0.99406
4541	5	77.69075189	0.5736	0.987572231	0.99406
48062	5	78.74078878	0.88254	0.989835673	0.99406
38225	5	78.74078888	0.9023	0.989835673	0.99406
16201	5	79.26584242	0.78786	0.989835673	0.99406
40103	5	79.26584252	0.71532	0.989835673	0.99406
4916	5	79.26584262	0.51614	0.987572231	0.99406
52203	5	79.52616926	0.211	0.987572231	0.99406
25128	5	80.47482642	0.40998	0.987572231	0.99406
14469	5	80.78154771	0.83864	0.989835673	0.99406
29979	5	81.31472316	0.6571	0.987572231	0.99406
7938	5	82.28788804	0.27542	0.987572231	0.99406
30100	5	82.28788814	0.9402	0.9908767	0.99406
55463	5	83.15425911	0.0924	0.987572231	0.99406
17528	5	83.15425921	0.25412	0.987572231	0.99406
27799	5	83.15425941	0.16798	0.987572231	0.99406
26561	5	83.15425971	0.7813	0.989835673	0.99406
9178	5	83.74106463	0.98512	0.995143165	0.99406
55953	5	84.94784312	0.98598	0.995143165	0.99406
7515	5	85.41183396	0.4704	0.987572231	0.99406
1037	5	85.79057576	0.8124	0.989835673	0.99406
32685	5	85.79057586	0.85994	0.989835673	0.99406
17635	5	85.79057596	0.95768	0.993325742	0.99406
28005	5	85.79057606	0.51386	0.987572231	0.99406
14046	5	85.79057626	0.85622	0.989835673	0.99406
38778	5	85.79057646	0.96844	0.993778738	0.99406
47373	5	86.06176112	0.9793	0.994696939	0.99406
28525	5	86.06176122	0.77554	0.989835673	0.99406
42696	5	86.06176132	0.74436	0.989835673	0.99406
30826	5	98.67928508	0.91236	0.989835673	0.99406
37984	5	98.90624296	0.90926	0.989835673	0.99406
28589	5	99.48862872	0.94232	0.991070427	0.99406
6138	5	100.0283747	0.95824	0.993325742	0.99406
13372	5	101.0908245	0.7807	0.989835673	0.99406
51358	5	101.4208705	0.89294	0.989835673	0.99406
50420	5	102.704897	0.98442	0.995143165	0.99406
52729	5	103.6935158	0.95568	0.993325742	0.99406
32449	5	106.0220045	0.44764	0.987572231	0.99406
17942	5	106.0220046	0.2841	0.987572231	0.99406
44638	5	106.0220047	0.71438	0.989835673	0.99406
19684	5	106.0220049	0.6523	0.987572231	0.99406
19488	5	106.022005	0.0141	0.987572231	0.99406
21411	5	106.2902406	0.5148	0.987572231	0.99406
35596	5	107.6390326	0.37172	0.987572231	0.99406
11584	5	108.4381997	0.81188	0.989835673	0.99406
45721	5	108.4381998	0.7194	0.989835673	0.99406
54029	5	109.2217412	0.93192	0.990136209	0.99406
9036	5	109.2217413	0.31162	0.987572231	0.99406
22499	5	110.5569059	0.35848	0.987572231	0.99406
35232	5	110.556906	0.9392	0.9908767	0.99406
19133	5	110.5569061	0.1199	0.987572231	0.99406
1678	5	110.5569062	0.49896	0.987572231	0.99406
49387	5	110.5569063	0.93382	0.990136209	0.99406
12071	5	110.5569064	0.27438	0.987572231	0.99406
16632	5	112.5381019	0.6089	0.987572231	0.99406
15487	5	112.7997807	0.99406	0.99737121	0.99406
10998	5	113.355246	0.70598	0.989835673	0.99406
48576	5	113.9843005	0.84862	0.989835673	0.99406
41499	5	115.5646115	0.53306	0.987572231	0.99406
41391	5	116.5815901	0.25112	0.987572231	0.99406
21487	5	116.5815902	0.53394	0.987572231	0.99406
8788	5	117.1139877	0.51386	0.987572231	0.99406
32822	5	117.4710899	0.28014	0.987572231	0.99406
5574	5	118.174187	0.63972	0.987572231	0.99406
37438	5	118.435097	0.79786	0.989835673	0.99406
52361	5	119.4795363	0.31062	0.987572231	0.99406
14959	5	120.2477987	0.14638	0.987572231	0.99406
37872	5	125.1187492	0.49144	0.987572231	0.99406
25296	5	125.3620147	0.5904	0.987572231	0.99406
42381	5	134.060249	0.6927	0.989835673	0.99406
9160	5	144.0750858	0.79544	0.989835673	0.99406
8991	5	144.3002939	0.38838	0.987572231	0.99406
53677	5	145.6159968	0.66666	0.987572231	0.99406
39410	5	148.7726916	0.94466	0.991070427	0.99406
11061	5	174.2352202	0.39634	0.987572231	0.99406
28089	5	175.7655235	0.08396	0.987572231	0.99406
43252	5	176.6819665	0.7121	0.989835673	0.99406
44441	5	177.5646434	0.56778	0.987572231	0.99406
23167	5	177.8206385	0.9506	0.993296294	0.99406
21891	5	179.151366	0.62876	0.987572231	0.99406
53824	5	180.4645107	0.50358	0.987572231	0.99406
19587	5	180.8082559	0.96742	0.993778738	0.99406
28746	5	181.0845725	0.46652	0.987572231	0.99406
2123	5	183.5700776	0.94636	0.991574689	0.99406
17346	5	183.5700777	0.82314	0.989835673	0.99406
29201	5	184.2779785	0.58098	0.987572231	0.99406
6631	5	184.6263078	0.70808	0.989835673	0.99406
34951	5	185.2813292	0.75252	0.989835673	0.99406
10143	5	185.9406354	0.87876	0.989835673	0.99406
33236	5	185.9406355	0.76482	0.989835673	0.99406
51205	5	185.9406357	0.64746	0.987572231	0.99406
20131	6	0	0.45822	0.987572231	0.999188596
5175	6	1.29081669	0.71834	0.989835673	0.999188596
49395	6	1.29081689	0.24522	0.987572231	0.999188596
53325	6	1.314098091	0.70978	0.989835673	0.999188596
48744	6	1.851232625	0.29532	0.987572231	0.999188596
41483	6	2.116010476	0.41362	0.987572231	0.999188596
40435	6	2.37215742	0.24286	0.987572231	0.999188596
37660	6	4.024377694	0.83044	0.989835673	0.999188596
16056	6	4.024377794	0.16888	0.987572231	0.999188596
29798	6	4.024377894	0.5944	0.987572231	0.999188596
23381	6	5.511608697	0.31176	0.987572231	0.999188596
55826	6	5.550637079	0.2497	0.987572231	0.999188596
22257	6	12.41517474	0.59526	0.987572231	0.999188596
4780	6	13.34179265	0.64926	0.987572231	0.999188596
48617	6	15.02670632	0.37566	0.987572231	0.999188596
35005	6	19.75183997	0.15556	0.987572231	0.999188596
17168	6	22.20549419	0.26968	0.987572231	0.999188596
29749	6	24.47161742	0.56884	0.987572231	0.999188596
32962	6	24.47161752	0.53528	0.987572231	0.999188596
34352	6	24.47161772	0.06404	0.987572231	0.999188596
29606	6	28.36328523	0.4297	0.987572231	0.999188596
4486	6	33.36575898	0.17418	0.987572231	0.999188596
37157	6	48.26321814	0.74792	0.989835673	0.999188596
50480	6	48.26321824	0.68102	0.989835673	0.999188596
27280	6	49.03692852	0.56892	0.987572231	0.999188596
31041	6	49.03692862	0.98102	0.994696939	0.999188596
16302	6	49.30201669	0.73404	0.989835673	0.999188596
52979	6	52.08359961	0.9905	0.99641967	0.999188596
8872	6	52.21676776	0.93244	0.990136209	0.999188596
52360	6	53.76308824	0.264	0.987572231	0.999188596
55667	6	57.7336183	0.84794	0.989835673	0.999188596
49256	6	58.07336467	0.9885	0.995457593	0.999188596
31507	6	58.07336477	0.71432	0.989835673	0.999188596
6273	6	58.33616332	0.33116	0.987572231	0.999188596
38288	6	58.59861646	0.86592	0.989835673	0.999188596
1793	6	58.59861656	0.49696	0.987572231	0.999188596
14423	6	58.59861666	0.16122	0.987572231	0.999188596
40106	6	58.59861696	0.71852	0.989835673	0.999188596
13543	6	58.59861706	0.48872	0.987572231	0.999188596
16359	6	58.59861716	0.55326	0.987572231	0.999188596
42587	6	58.59861736	0.76902	0.989835673	0.999188596
12132	6	58.59861746	0.92964	0.990136209	0.999188596
20002	6	58.59861756	0.68844	0.989835673	0.999188596
13095	6	58.59861766	0.7473	0.989835673	0.999188596
39589	6	58.59861776	0.97006	0.993799921	0.999188596
6375	6	58.59861786	0.3817	0.987572231	0.999188596
22583	6	58.9366882	0.60016	0.987572231	0.999188596
14108	6	58.9366883	0.17154	0.987572231	0.999188596
1842	6	59.80510551	0.91518	0.989835673	0.999188596
34682	6	59.80510561	0.99642	0.998338876	0.99924
51603	6	59.80510571	0.4869	0.987572231	0.999188596
44549	6	60.43456962	0.93312	0.990136209	0.999188596
4058	6	60.43456972	0.76722	0.989835673	0.999188596
13447	6	61.22646824	0.91712	0.989835673	0.999188596
20483	6	61.22646834	0.18968	0.987572231	0.999188596
35508	6	61.22646854	0.32752	0.987572231	0.999188596
46479	6	61.89094572	0.57936	0.987572231	0.999188596
53417	6	62.55852536	0.62636	0.987572231	0.999188596
8800	6	62.81423657	0.23258	0.987572231	0.999188596
8181	6	63.34253839	0.90164	0.989835673	0.999188596
19076	6	63.34253849	0.04844	0.987572231	0.999188596
27524	6	63.34253879	0.90584	0.989835673	0.999188596
25842	6	63.34253889	0.97126	0.993799921	0.999188596
28859	6	63.34253899	0.9807	0.994696939	0.999188596
8733	6	63.34253909	0.9686	0.993778738	0.999188596
5033	6	63.6033491	0.06536	0.987572231	0.999188596
53113	6	63.84982411	0.81552	0.989835673	0.999188596
23701	6	63.84982431	0.6988	0.989835673	0.999188596
31539	6	65.46347906	0.04482	0.987572231	0.999188596
47434	6	65.46347916	0.13516	0.987572231	0.999188596
17223	6	65.46347926	0.26446	0.987572231	0.999188596
16980	6	65.72875092	0.24164	0.987572231	0.999188596
38226	6	66.25535917	0.34528	0.987572231	0.999188596
45009	6	67.32922264	0.49472	0.987572231	0.999188596
37573	6	68.3171415	0.0404	0.987572231	0.999188596
37521	6	68.3171416	0.11304	0.987572231	0.999188596
27154	6	68.3171417	0.98802	0.995149324	0.999188596
30915	6	68.71060765	0.38076	0.987572231	0.999188596
29894	6	69.10609577	0.2965	0.987572231	0.999188596
54902	6	69.10609587	0.94342	0.991070427	0.999188596
50509	6	69.63322272	0.12974	0.987572231	0.999188596
50072	6	70.34348442	0.91782	0.989835673	0.999188596
33398	6	70.69504189	0.93172	0.990136209	0.999188596
18989	6	70.69504199	0.39378	0.987572231	0.999188596
47840	6	70.95384697	0.99924	0.999764077	0.99924
47051	6	70.95384717	0.94342	0.991070427	0.999188596
31971	6	71.21704439	0.76028	0.989835673	0.999188596
10954	6	71.21704459	0.34718	0.987572231	0.999188596
12206	6	71.93437429	0.89046	0.989835673	0.999188596
22015	6	72.82220367	0.7995	0.989835673	0.999188596
32930	6	73.86089384	0.83418	0.989835673	0.999188596
7863	6	73.86089394	0.7401	0.989835673	0.999188596
16607	6	73.86089404	0.7202	0.989835673	0.999188596
37982	6	75.27670374	0.6749	0.989835673	0.999188596
11214	6	75.27670384	0.09272	0.987572231	0.999188596
10058	6	75.54464188	0.9069	0.989835673	0.999188596
5825	6	77.58745971	0.34674	0.987572231	0.999188596
54220	6	77.84537509	0.40332	0.987572231	0.999188596
50066	6	77.84537519	0.40664	0.987572231	0.999188596
49533	6	77.84537529	0.90858	0.989835673	0.999188596
28430	6	78.11578618	0.19246	0.987572231	0.999188596
23758	6	78.18179179	0.09606	0.987572231	0.999188596
35074	6	81.67696849	0.8422	0.989835673	0.999188596
26142	6	81.67696869	0.36392	0.987572231	0.999188596
4155	6	81.67696879	0.62042	0.987572231	0.999188596
18877	6	81.67696889	0.24498	0.987572231	0.999188596
42417	6	82.15105439	0.90748	0.989835673	0.999188596
34790	6	84.87516828	0.98552	0.995143165	0.999188596
2357	6	84.87516838	0.78394	0.989835673	0.999188596
26649	6	86.97197262	0.71672	0.989835673	0.999188596
42238	6	87.55010044	0.61038	0.987572231	0.999188596
587	6	87.8631348	0.211	0.987572231	0.999188596
30451	6	101.2346647	0.70408	0.989835673	0.999188596
33012	6	101.2346649	0.59374	0.987572231	0.999188596
32365	6	101.4967667	0.26292	0.987572231	0.999188596
18572	6	101.782937	0.45396	0.987572231	0.999188596
32258	6	101.7829371	0.3921	0.987572231	0.999188596
36205	6	101.7829372	0.88518	0.989835673	0.999188596
12563	6	101.7829373	0.8209	0.989835673	0.999188596
13397	6	101.7829374	0.81684	0.989835673	0.999188596
41562	6	101.7829375	0.64758	0.987572231	0.999188596
29526	6	101.7829376	0.8683	0.989835673	0.999188596
20180	6	101.7829377	0.43348	0.987572231	0.999188596
50515	6	101.7829378	0.85154	0.989835673	0.999188596
46178	6	101.7829379	0.69394	0.989835673	0.999188596
98	6	101.782938	0.40264	0.987572231	0.999188596
32910	6	101.7829381	0.8637	0.989835673	0.999188596
13992	6	101.7829382	0.19198	0.987572231	0.999188596
18228	6	101.7829383	0.88744	0.989835673	0.999188596
17087	6	101.7829384	0.68518	0.989835673	0.999188596
21568	6	101.7829385	0.88302	0.989835673	0.999188596
9796	6	101.7829386	0.40508	0.987572231	0.999188596
22690	6	102.0430213	0.1595	0.987572231	0.999188596
16623	6	102.0430214	0.77578	0.989835673	0.999188596
34003	6	102.0430216	0.24614	0.987572231	0.999188596
30402	6	102.0430217	0.16886	0.987572231	0.999188596
35036	6	102.0430218	0.34676	0.987572231	0.999188596
17437	6	102.0430219	0.79808	0.989835673	0.999188596
44309	6	102.043022	0.971	0.993799921	0.999188596
54819	6	102.0430221	0.59974	0.987572231	0.999188596
30050	6	102.3031055	0.5536	0.987572231	0.999188596
43985	6	102.3031056	0.94372	0.991070427	0.999188596
16030	6	102.3031057	0.53928	0.987572231	0.999188596
35262	6	102.3031058	0.80336	0.989835673	0.999188596
38158	6	102.3031059	0.70808	0.989835673	0.999188596
16625	6	102.303106	0.31382	0.987572231	0.999188596
41226	6	102.3031065	0.56044	0.987572231	0.999188596
12822	6	102.5551571	0.86196	0.989835673	0.999188596
22758	6	102.5551572	0.93662	0.990527365	0.999188596
29744	6	102.9162415	0.2874	0.987572231	0.999188596
3862	6	105.2679216	0.66956	0.988032648	0.999188596
15075	6	105.2679217	0.59132	0.987572231	0.999188596
54125	6	105.6042225	0.3095	0.987572231	0.999188596
15094	6	105.6042226	0.76714	0.989835673	0.999188596
2629	6	106.3003184	0.54958	0.987572231	0.999188596
14475	6	106.3003185	0.4635	0.987572231	0.999188596
3412	6	106.5661561	0.41296	0.987572231	0.999188596
10249	6	106.5661562	0.1119	0.987572231	0.999188596
19457	6	107.6278062	0.06688	0.987572231	0.999188596
50964	6	107.6278064	0.5234	0.987572231	0.999188596
3435	6	107.8938018	0.32094	0.987572231	0.999188596
16788	6	107.8938019	0.22074	0.987572231	0.999188596
30333	6	108.5853852	0.82778	0.989835673	0.999188596
23563	6	108.9342835	0.31722	0.987572231	0.999188596
22234	6	108.9342836	0.18836	0.987572231	0.999188596
7100	6	109.7234186	0.52112	0.987572231	0.999188596
2796	6	109.7234187	0.39134	0.987572231	0.999188596
45475	6	111.6348376	0.75944	0.989835673	0.999188596
29239	6	111.8811774	0.9139	0.989835673	0.999188596
4475	6	111.8811775	0.79466	0.989835673	0.999188596
38356	6	113.5228983	0.38192	0.987572231	0.999188596
38847	6	113.5228984	0.79516	0.989835673	0.999188596
7255	6	113.8460859	0.51256	0.987572231	0.999188596
14801	6	115.004285	0.49874	0.987572231	0.999188596
49372	6	119.4011421	0.5562	0.987572231	0.999188596
663	6	119.4893457	0.34522	0.987572231	0.999188596
16468	6	120.3547317	0.50696	0.987572231	0.999188596
55071	6	121.5680834	0.71486	0.989835673	0.999188596
18328	6	122.1570259	0.4057	0.987572231	0.999188596
3205	6	122.694074	0.40624	0.987572231	0.999188596
51046	6	123.7901097	0.61186	0.987572231	0.999188596
15205	6	123.7901098	0.82074	0.989835673	0.999188596
15197	6	123.7901099	0.4927	0.987572231	0.999188596
16755	6	124.0523216	0.64584	0.987572231	0.999188596
39846	6	124.862127	0.48418	0.987572231	0.999188596
38902	6	125.386448	0.77818	0.989835673	0.999188596
53935	6	126.1876806	0.5558	0.987572231	0.999188596
43930	6	126.1876807	0.4763	0.987572231	0.999188596
18483	6	128.7163017	0.24134	0.987572231	0.999188596
55437	6	128.7163018	0.54042	0.987572231	0.999188596
40661	6	128.7163019	0.8248	0.989835673	0.999188596
12327	6	130.5867016	0.52794	0.987572231	0.999188596
36584	6	130.5867017	0.34868	0.987572231	0.999188596
754	6	132.1634613	0.20466	0.987572231	0.999188596
10315	6	132.1634614	0.2019	0.987572231	0.999188596
21895	6	133.5315331	0.33704	0.987572231	0.999188596
24983	6	134.6135439	0.25326	0.987572231	0.999188596
9495	6	138.7865072	0.93788	0.9908767	0.999188596
37625	6	139.4281618	0.54888	0.987572231	0.999188596
19620	6	139.4281619	0.77896	0.989835673	0.999188596
43238	6	139.7128798	0.72602	0.989835673	0.999188596
41787	6	139.7128799	0.21624	0.987572231	0.999188596
43645	6	139.71288	0.62868	0.987572231	0.999188596
54306	6	140.6201936	0.19794	0.987572231	0.999188596
49660	6	162.3594787	0.25864	0.987572231	0.999188596
21335	6	162.4110738	0.24626	0.987572231	0.999188596
11201	6	174.5217631	0.38242	0.987572231	0.999188596
44461	6	174.6090032	0.169	0.987572231	0.999188596
9722	6	174.6090033	0.37482	0.987572231	0.999188596
10642	6	177.2051773	0.64706	0.987572231	0.999188596
14880	6	179.7317042	0.52824	0.987572231	0.999188596
55174	6	180.3933052	0.95662	0.993325742	0.999188596
46182	6	180.6984191	0.58296	0.987572231	0.999188596
35504	6	180.6984192	0.60054	0.987572231	0.999188596
25493	6	180.6984193	0.74894	0.989835673	0.999188596
54762	6	180.6984194	0.3054	0.987572231	0.999188596
47147	6	184.3524745	0.62162	0.987572231	0.999188596
38752	6	185.804532	0.46716	0.987572231	0.999188596
36283	6	187.2365664	0.05294	0.987572231	0.999188596
38826	6	188.141317	0.05134	0.987572231	0.999188596
53829	6	188.1413171	0.0314	0.987572231	0.999188596
6444	6	188.1413172	0.0869	0.987572231	0.999188596
3351	6	188.4069953	0.68164	0.989835673	0.999188596
19905	6	188.6749069	0.21794	0.987572231	0.999188596
44094	6	189.7489116	0.25786	0.987572231	0.999188596
49922	6	189.7489117	0.48752	0.987572231	0.999188596
40246	6	190.5526026	0.33168	0.987572231	0.999188596
30836	6	190.6654304	0.80158	0.989835673	0.999188596
2467	6	190.9529293	0.06768	0.987572231	0.999188596
43239	6	190.9529296	0.36582	0.987572231	0.999188596
46180	7	2.012237167	0.55776	0.987572231	0.968814545
32625	7	2.901638621	0.6369	0.987572231	0.968814545
25480	7	2.901638721	0.66668	0.987572231	0.968814545
34285	7	4.282184673	0.62704	0.987572231	0.968814545
5281	7	4.574314897	0.50584	0.987572231	0.968814545
52345	7	4.574314997	0.40274	0.987572231	0.968814545
35198	7	10.40735897	0.95226	0.993325742	0.977319474
34872	7	19.25804733	0.9049	0.989835673	0.973547586
45450	7	27.50480874	0.40312	0.987572231	0.968814545
11972	7	31.16369461	0.60464	0.987572231	0.968814545
34714	7	34.91089263	0.71876	0.989835673	0.968814545
50192	7	35.15718585	0.5605	0.987572231	0.968814545
54114	7	38.36588063	0.48794	0.987572231	0.968814545
45945	7	40.6582809	0.59146	0.987572231	0.968814545
43513	7	72.93451463	0.89874	0.989835673	0.973547586
19683	7	73.21324359	0.26124	0.987572231	0.968814545
39831	7	76.60955171	0.41126	0.987572231	0.968814545
12564	7	76.73998906	0.6193	0.987572231	0.968814545
18708	7	76.73998916	0.67238	0.989835673	0.968814545
38297	7	76.73998926	0.62442	0.987572231	0.968814545
51548	7	77.00111333	0.24924	0.987572231	0.968814545
10938	7	77.53546097	0.4522	0.987572231	0.968814545
20090	7	77.79660512	0.7272	0.989835673	0.968814545
3627	7	77.79660522	0.83222	0.989835673	0.968814545
42433	7	77.79660542	0.4124	0.987572231	0.968814545
24682	7	77.79660552	0.57004	0.987572231	0.968814545
35800	7	77.79660562	0.7599	0.989835673	0.968814545
9446	7	77.79660572	0.56458	0.987572231	0.968814545
46643	7	77.79660582	0.88808	0.989835673	0.968814545
7043	7	77.79660592	0.76094	0.989835673	0.968814545
31071	7	77.79660602	0.76958	0.989835673	0.968814545
54480	7	77.79660612	0.17802	0.987572231	0.968814545
5247	7	77.79660632	0.25276	0.987572231	0.968814545
50824	7	79.29882257	0.55372	0.987572231	0.968814545
7934	7	79.64532343	0.18018	0.987572231	0.968814545
52855	7	80.17280202	0.49288	0.987572231	0.968814545
7845	7	80.69694131	0.7226	0.989835673	0.968814545
24232	7	80.69694141	0.69072	0.989835673	0.968814545
25313	7	80.69694151	0.24098	0.987572231	0.968814545
40215	7	80.69694181	0.62846	0.987572231	0.968814545
4662	7	80.69694191	0.88238	0.989835673	0.968814545
15870	7	81.22458308	0.24424	0.987572231	0.968814545
8747	7	81.48656915	0.62666	0.987572231	0.968814545
1455	7	81.48656925	0.84188	0.989835673	0.968814545
50896	7	81.56218005	0.8798	0.989835673	0.968814545
52857	7	81.56218015	0.57902	0.987572231	0.968814545
13724	7	87.28849907	0.93874	0.9908767	0.9762896
23236	7	87.28849917	0.25346	0.987572231	0.968814545
37569	7	87.54899544	0.28702	0.987572231	0.968814545
49195	7	87.54899564	0.1854	0.987572231	0.968814545
51643	7	87.54899574	0.85988	0.989835673	0.968814545
10105	7	87.81221597	0.84102	0.989835673	0.968814545
43479	7	88.0753692	0.19934	0.987572231	0.968814545
