Marker	LG	cM	neg_log.qval.
7938	5	82.28788804	0
30100	5	82.28788814	0
55463	5	83.15425911	0
17528	5	83.15425921	0
27799	5	83.15425941	0
26561	5	83.15425971	0
9178	5	83.74106463	0
55953	5	84.94784312	0
7515	5	85.41183396	0
1037	5	85.79057576	0
32685	5	85.79057586	0
17635	5	85.79057596	0
28005	5	85.79057606	0
14046	5	85.79057626	0
38778	5	85.79057646	0
47373	5	86.06176112	0
28525	5	86.06176122	0
42696	5	86.06176132	0
30826	5	98.67928508	0
37984	5	98.90624296	0
28589	5	99.48862872	0
6138	5	100.0283747	0
13372	5	101.0908245	0
51358	5	101.4208705	0
50420	5	102.704897	0
52729	5	103.6935158	0
32449	5	106.0220045	0
17942	5	106.0220046	0
44638	5	106.0220047	0
19684	5	106.0220049	0
19488	5	106.022005	0.296849987
21411	5	106.2902406	0
35596	5	107.6390326	0
11584	5	108.4381997	0
45721	5	108.4381998	0
54029	5	109.2217412	0
9036	5	109.2217413	0
22499	5	110.5569059	0
35232	5	110.556906	0
19133	5	110.5569061	0
1678	5	110.5569062	0
49387	5	110.5569063	0
12071	5	110.5569064	0
16632	5	112.5381019	0
15487	5	112.7997807	0
10998	5	113.355246	0
48576	5	113.9843005	0
41499	5	115.5646115	0
41391	5	116.5815901	0
21487	5	116.5815902	0
8788	5	117.1139877	0
32822	5	117.4710899	0
5574	5	118.174187	0
37438	5	118.435097	0
52361	5	119.4795363	0
14959	5	120.2477987	0
37872	5	125.1187492	0
25296	5	125.3620147	0
42381	5	134.060249	0
9160	5	144.0750858	0
8991	5	144.3002939	0
53677	5	145.6159968	0
39410	5	148.7726916	0
11061	5	174.2352202	0
28089	5	175.7655235	0
43252	5	176.6819665	0
44441	5	177.5646434	0
23167	5	177.8206385	0
21891	5	179.151366	0
53824	5	180.4645107	0
19587	5	180.8082559	0
28746	5	181.0845725	0
2123	5	183.5700776	0
17346	5	183.5700777	0
29201	5	184.2779785	0
6631	5	184.6263078	0
34951	5	185.2813292	0
10143	5	185.9406354	0
33236	5	185.9406355	0
51205	5	185.9406357	0
20131	6	0	0
5175	6	1.29081669	0
49395	6	1.29081689	0
53325	6	1.314098091	0
48744	6	1.851232625	0
41483	6	2.116010476	0
40435	6	2.37215742	0
37660	6	4.024377694	0
16056	6	4.024377794	0
29798	6	4.024377894	0
23381	6	5.511608697	0
55826	6	5.550637079	0
22257	6	12.41517474	0
4780	6	13.34179265	0
48617	6	15.02670632	0
35005	6	19.75183997	0
17168	6	22.20549419	0
29749	6	24.47161742	0
32962	6	24.47161752	0
34352	6	24.47161772	0
29606	6	28.36328523	0
4486	6	33.36575898	0
37157	6	48.26321814	0
50480	6	48.26321824	0
27280	6	49.03692852	0
31041	6	49.03692862	0
16302	6	49.30201669	0
52979	6	52.08359961	0
8872	6	52.21676776	0
52360	6	53.76308824	0
55667	6	57.7336183	0
49256	6	58.07336467	0
31507	6	58.07336477	0
6273	6	58.33616332	0
38288	6	58.59861646	0
1793	6	58.59861656	0
14423	6	58.59861666	0
40106	6	58.59861696	0
13543	6	58.59861706	0
16359	6	58.59861716	0
42587	6	58.59861736	0
12132	6	58.59861746	0
20002	6	58.59861756	0
13095	6	58.59861766	0
39589	6	58.59861776	0
6375	6	58.59861786	0
22583	6	58.9366882	0
14108	6	58.9366883	0
1842	6	59.80510551	0
34682	6	59.80510561	0
51603	6	59.80510571	0
44549	6	60.43456962	0
4058	6	60.43456972	0
13447	6	61.22646824	0
20483	6	61.22646834	0
35508	6	61.22646854	0
46479	6	61.89094572	0
53417	6	62.55852536	0
8800	6	62.81423657	0
8181	6	63.34253839	0
19076	6	63.34253849	0
27524	6	63.34253879	0
25842	6	63.34253889	0
28859	6	63.34253899	0
8733	6	63.34253909	0
5033	6	63.6033491	0
53113	6	63.84982411	0
23701	6	63.84982431	0
31539	6	65.46347906	0.000955237
47434	6	65.46347916	0
17223	6	65.46347926	0
16980	6	65.72875092	0
38226	6	66.25535917	0
45009	6	67.32922264	0
37573	6	68.3171415	0.025791509
37521	6	68.3171416	0
27154	6	68.3171417	0
30915	6	68.71060765	0
29894	6	69.10609577	0
54902	6	69.10609587	0
50509	6	69.63322272	0
50072	6	70.34348442	0
33398	6	70.69504189	0
18989	6	70.69504199	0
47840	6	70.95384697	0
47051	6	70.95384717	0
31971	6	71.21704439	0
10954	6	71.21704459	0
12206	6	71.93437429	0
22015	6	72.82220367	0
32930	6	73.86089384	0
7863	6	73.86089394	0
16607	6	73.86089404	0
37982	6	75.27670374	0
11214	6	75.27670384	0
10058	6	75.54464188	0
5825	6	77.58745971	0
54220	6	77.84537509	0
50066	6	77.84537519	0
49533	6	77.84537529	0
28430	6	78.11578618	0
23758	6	78.18179179	0
35074	6	81.67696849	0
26142	6	81.67696869	0
4155	6	81.67696879	0
18877	6	81.67696889	0
42417	6	82.15105439	0
34790	6	84.87516828	0
2357	6	84.87516838	0
26649	6	86.97197262	0
42238	6	87.55010044	0
587	6	87.8631348	0
30451	6	101.2346647	0
33012	6	101.2346649	0
32365	6	101.4967667	0
18572	6	101.782937	0
32258	6	101.7829371	0
36205	6	101.7829372	0
12563	6	101.7829373	0
13397	6	101.7829374	0
41562	6	101.7829375	0
29526	6	101.7829376	0
20180	6	101.7829377	0
50515	6	101.7829378	0
46178	6	101.7829379	0
98	6	101.782938	0
32910	6	101.7829381	0
13992	6	101.7829382	0
18228	6	101.7829383	0
17087	6	101.7829384	0
21568	6	101.7829385	0
9796	6	101.7829386	0
22690	6	102.0430213	0
16623	6	102.0430214	0
34003	6	102.0430216	0
30402	6	102.0430217	0
35036	6	102.0430218	0
17437	6	102.0430219	0
44309	6	102.043022	0
54819	6	102.0430221	0
30050	6	102.3031055	0
43985	6	102.3031056	0
16030	6	102.3031057	0
35262	6	102.3031058	0
38158	6	102.3031059	0
16625	6	102.303106	0
41226	6	102.3031065	0
12822	6	102.5551571	0
22758	6	102.5551572	0
29744	6	102.9162415	0
3862	6	105.2679216	0
15075	6	105.2679217	0
54125	6	105.6042225	0
15094	6	105.6042226	0
2629	6	106.3003184	0
14475	6	106.3003185	0
3412	6	106.5661561	0
10249	6	106.5661562	0
19457	6	107.6278062	0
50964	6	107.6278064	0
3435	6	107.8938018	0
16788	6	107.8938019	0
30333	6	108.5853852	0
23563	6	108.9342835	0
22234	6	108.9342836	0
7100	6	109.7234186	0
2796	6	109.7234187	0
45475	6	111.6348376	0
29239	6	111.8811774	0
4475	6	111.8811775	0
38356	6	113.5228983	0
38847	6	113.5228984	0
7255	6	113.8460859	0
14801	6	115.004285	0
49372	6	119.4011421	0
663	6	119.4893457	0
16468	6	120.3547317	0
55071	6	121.5680834	0
18328	6	122.1570259	0
3205	6	122.694074	0
51046	6	123.7901097	0
15205	6	123.7901098	0
15197	6	123.7901099	0
16755	6	124.0523216	0
39846	6	124.862127	0
38902	6	125.386448	0
53935	6	126.1876806	0
43930	6	126.1876807	0
18483	6	128.7163017	0
55437	6	128.7163018	0
40661	6	128.7163019	0
12327	6	130.5867016	0
36584	6	130.5867017	0
754	6	132.1634613	0
10315	6	132.1634614	0
21895	6	133.5315331	0
24983	6	134.6135439	0
9495	6	138.7865072	0
37625	6	139.4281618	0
19620	6	139.4281619	0
43238	6	139.7128798	0
41787	6	139.7128799	0
43645	6	139.71288	0
54306	6	140.6201936	0
49660	6	162.3594787	0
21335	6	162.4110738	0
11201	6	174.5217631	0
44461	6	174.6090032	0
9722	6	174.6090033	0
10642	6	177.2051773	0
14880	6	179.7317042	0
55174	6	180.3933052	0
46182	6	180.6984191	0
35504	6	180.6984192	0
25493	6	180.6984193	0
54762	6	180.6984194	0
47147	6	184.3524745	0
38752	6	185.804532	0
36283	6	187.2365664	0
38826	6	188.141317	0
53829	6	188.1413171	0.069227924
6444	6	188.1413172	0
3351	6	188.4069953	0
19905	6	188.6749069	0
44094	6	189.7489116	0
49922	6	189.7489117	0
40246	6	190.5526026	0
30836	6	190.6654305	0
2467	6	190.9529293	0
43239	6	190.9529296	0
46180	7	2.012237167	0
32625	7	2.901638621	0
25480	7	2.901638721	0
34285	7	4.282184673	0
5281	7	4.574314897	0
52345	7	4.574314997	0
35198	7	10.40735897	0
34872	7	19.25804733	0
45450	7	27.50480874	0
11972	7	31.16369461	0
34714	7	34.91089263	0
50192	7	35.15718585	0
54114	7	38.36588063	0
45945	7	40.6582809	0
43513	7	72.93451463	0
19683	7	73.21324359	0
39831	7	76.60955172	0
12564	7	76.73998906	0
18708	7	76.73998916	0
38297	7	76.73998926	0
51548	7	77.00111333	0
10938	7	77.53546097	0
20090	7	77.79660512	0
3627	7	77.79660522	0
42433	7	77.79660542	0
24682	7	77.79660552	0
35800	7	77.79660562	0
9446	7	77.79660572	0
46643	7	77.79660582	0
7043	7	77.79660592	0
31071	7	77.79660602	0
54480	7	77.79660612	0
5247	7	77.79660632	0
50824	7	79.29882257	0
7934	7	79.64532343	0
52855	7	80.17280202	0
7845	7	80.69694131	0
24232	7	80.69694141	0
25313	7	80.69694151	0
40215	7	80.69694181	0
4662	7	80.69694191	0
15870	7	81.22458308	0
8747	7	81.48656915	0
1455	7	81.48656925	0
50896	7	81.56218005	0
52857	7	81.56218015	0
13724	7	87.28849907	0
23236	7	87.28849917	0
37569	7	87.54899544	0
49195	7	87.54899564	0
51643	7	87.54899574	0
10105	7	87.81221597	0
43479	7	88.0753692	0
55697	7	88.61128183	0
52628	7	88.61128193	0
10698	7	89.11994083	0
28534	7	89.11994093	0
28777	7	89.92026656	0
34228	7	90.44561809	0
1929	7	90.44561819	0
42913	7	90.44561829	0
16058	7	90.44561839	0
45518	7	90.44561849	0
49763	7	90.44561859	0
971	7	90.97064477	0
29207	7	91.67731435	0
17074	7	91.67731445	0
55028	7	92.30419665	0
43808	7	92.58404407	0
3663	7	109.7511812	0
25007	7	109.9547436	0
49851	7	110.1759208	0
15198	7	110.1759209	0
53365	7	110.175921	0
24789	7	110.1759212	0
16916	7	111.5028611	0
41401	7	111.5028612	0
1696	7	111.5028613	0
52874	7	111.5028615	0
34148	7	111.7601803	0
47414	7	113.3001146	0
28898	7	115.0928852	0
9965	7	115.3952494	0
10204	7	115.3952495	0
5871	7	116.8813354	0
19391	7	116.8813355	0
28670	7	118.102132	0
19272	7	118.9602348	0
43737	7	118.9602349	0
462	7	119.2271374	0
48466	7	119.2271375	0
3850	7	120.9715347	0
18675	7	121.3109901	0
7076	7	121.6040593	0
22478	7	123.590713	0
46015	7	123.8064963	0
41905	7	124.0850157	0
45894	7	124.0850158	0
39233	7	127.3443961	0
48337	7	127.3443962	0
25422	7	128.7473123	0
17051	7	128.7473124	0
51812	7	131.7909268	0
35230	7	132.4989406	0
31719	7	132.4989408	0
10953	7	135.9232508	0
18622	7	136.2139742	0
20616	7	137.9973005	0
29853	7	138.3020976	0
25679	7	141.71835	0
47991	7	143.6882394	0
53926	7	144.2775653	0
4506	7	145.2959041	0
22786	7	145.8208012	0
13676	7	146.3456687	0
17100	7	146.6047831	0
26107	7	147.3075408	0
36597	7	147.307541	0
15743	7	148.0151786	0
54899	7	148.9207789	0
1452	7	150.5028628	0.035188778
10756	7	150.5028629	0
33679	7	150.502863	0
30446	7	152.4249277	0.499801674
20693	7	152.9429946	0
45970	7	154.9303225	0
35270	7	155.256232	0
6934	7	156.4239439	0
44355	7	156.4239441	0
20792	7	157.7524382	0
5836	7	157.7524383	0
4066	7	157.7524384	0
19321	7	157.7524386	0
44923	7	158.3770932	0
33470	7	158.3770945	0
23364	7	159.297983	0
6684	7	159.9134457	0
7012	7	159.9134458	0
48372	7	161.0038304	0
25026	7	161.5261495	0
51263	7	171.1703842	0
1094	7	171.341002	0
12734	7	171.6391023	0
42259	7	172.1899813	0
36835	7	172.1899814	0
4708	7	173.8390097	0
4628	7	174.9821148	0
48815	7	174.9821149	0
48887	7	175.0916772	0
39725	7	175.3476676	0
28602	7	175.3476677	0
21402	7	175.9839463	0
31335	7	175.9839464	0
10959	7	176.1968648	0
38205	7	176.1968649	0
45451	7	182.2386554	0
44868	8	0	0
10669	8	2.653059813	0
31103	8	2.87937708	0
43101	8	2.87937718	0
9422	8	5.328882864	0
37245	8	7.932714995	0
31028	8	9.869057164	0
38261	8	10.54912561	0
31787	8	12.42758779	0
40935	8	13.18075724	0
34659	8	13.45013957	0
2502	8	14.19553983	0
41879	8	14.19553993	0
33148	8	14.19554003	0
41649	8	16.45490155	0
48299	8	30.17459186	0
32133	8	35.10796135	0
6503	8	39.04787299	0
9357	8	40.09615924	0
14134	8	45.59876589	0
19115	8	45.72192055	0
33313	8	45.72192065	0
30849	8	50.00296083	0
42488	8	50.25578419	0
51859	8	52.56990514	0
54655	8	52.56990524	0
35190	8	52.56990544	0
38824	8	53.0416461	0
35591	8	53.56362514	0
38685	8	53.56362544	0
51422	8	54.08601789	0
53608	8	54.08601799	0
16037	8	54.08601809	0
24578	8	54.08601849	0
2271	8	54.08601859	0
53849	8	54.60980523	0
6569	8	54.60980533	0
32108	8	54.60980543	0
15173	8	54.60980553	0
5640	8	55.14080843	0
52004	8	55.14080853	0
11137	8	55.14080863	0
6112	8	55.40974541	0
131	8	56.41417017	0
45343	8	56.80372876	0
51957	8	57.09859561	0
18009	8	58.36065052	0
14632	8	58.61661035	0
13880	8	58.61661045	0
54025	8	59.41940336	0
38631	8	59.41940346	0
22898	8	59.41940356	0
35917	8	59.67704897	0
34856	8	59.67704907	0
27401	8	60.4659416	0
16231	8	75.03987137	0
28115	8	75.30518478	0
42391	8	75.90857836	0
34912	8	76.83979829	0
8712	8	77.67238003	0
31957	8	77.67238023	0
37961	8	77.67238033	0
41538	8	77.67238043	0
27598	8	78.0974745	0
32594	8	79.25153172	0
40335	8	80.07694333	0
42540	8	80.07694343	0
1395	8	80.1191377	0
1537	8	83.51305934	0
43010	8	85.8940927	0
35805	8	86.14469606	0
55511	8	86.67225181	0
33152	8	86.67225201	0
48647	8	86.67225211	0
28186	8	87.7372384	0
40075	8	87.98887303	0
31474	8	87.98887313	0
22714	8	87.98887323	0
29506	8	88.251971	0
22173	8	88.2519711	0
54870	8	88.51397578	0
29391	8	88.51397588	0
23376	8	88.98483596	0
44022	8	89.29354681	0
45168	8	89.29354691	0
34033	8	89.75506579	0
5319	8	90.23961953	0
53641	8	90.23961963	0
47443	8	90.62204728	0
36677	8	90.88295659	0
18915	8	90.88295669	0
48567	8	91.12331736	0
33037	8	91.92315351	0
45264	8	92.16112123	0
6572	8	92.42728713	0
55051	8	92.42728723	0
24858	8	92.82421249	0
9021	8	93.20668915	0
8215	8	93.20668925	0
7895	8	93.63254555	0
9950	8	94.49712528	0
16213	8	94.81119153	0
55367	8	94.81119163	0
27432	8	94.81119183	0
29527	8	95.33772181	0
42586	8	95.33772191	0
50775	8	95.33772201	0
28664	8	96.39804731	0
52166	8	96.39804741	0
53698	8	96.39804751	0
49933	8	96.67714749	0
23953	8	96.67714759	0
49954	8	96.67714769	0
51256	8	96.67714779	0
13906	8	97.24114672	0
46712	8	97.51574679	0
47910	8	98.07496835	0
2879	8	98.63902781	0
40373	8	98.63902791	0
27064	8	99.51568826	0
25247	8	100.0930193	0
53448	8	100.9571073	0
43649	8	100.9571074	0
34859	8	100.9571075	0
53538	8	101.221199	0
29777	8	101.4870635	0
50838	8	101.887545	0
21410	8	102.2834798	0
20286	8	102.2834799	0
31238	8	102.28348	0
16560	8	102.2834801	0
17278	8	102.8082246	0
45367	8	103.3328099	0
20586	8	103.3328101	0
47116	8	103.3328102	0
25166	8	103.3328103	0
30355	8	103.8555247	0
31888	8	103.8555248	0
37375	8	103.8555249	0.067902967
15824	8	104.1157537	0
19145	8	104.1157538	0
43039	8	104.1157539	0
53135	8	104.1157541	0
44665	8	104.1157542	0.023093455
39197	8	104.1157543	0
31838	8	104.3790927	0
48339	8	104.6371359	0
34885	8	104.637136	0
13991	8	104.6371361	0
22691	8	104.8973139	0
9401	8	104.897314	0
28100	8	104.8973141	0
36424	8	104.8973142	0
29155	8	104.8973143	0
28358	8	104.8973144	0
48165	8	104.8973145	0
46356	8	105.1574888	0
26555	8	105.1574889	0
8145	8	105.157489	0
26240	8	105.1574891	0
20903	8	105.1574892	0.04570492
4051	8	105.1574893	0
32128	8	105.1574895	0
488	8	105.1574896	0
10559	8	105.1574897	0
29726	8	105.1574898	0
50279	8	105.1574899	0
5407	8	105.15749	0.03509579
53914	8	105.4176845	0
33288	8	105.4176846	0
3654	8	105.4176848	0
32487	8	105.4176849	0
53003	8	105.417685	0
9373	8	105.4176851	0
41359	8	105.4176852	0.00087391
3112	8	105.4176854	0
4258	8	105.6563518	0
385	8	105.91759	0
14940	8	105.9175901	0
18311	8	106.1564165	0
25549	8	106.1564166	0
53743	8	106.1564167	0.013765656
35030	8	106.1564168	0
1343	8	106.1564169	0
40165	8	106.156417	0.023421339
25536	8	106.4073031	0.354936306
40398	8	106.4073032	0.115487295
11652	8	106.4073033	0
35786	8	106.9181643	0
1241	8	106.9181644	0
14280	8	106.9181645	0
49072	8	106.9181646	0.193245356
36528	8	106.9181647	0
49067	8	106.9181648	0
52211	8	106.9181649	0
25989	8	106.918165	0
54541	8	106.9181651	0
39560	8	106.9181652	0
45851	8	106.9181653	0
23806	8	106.9181654	0
3995	8	106.9181655	0
41342	8	106.9181656	0
38436	8	107.1796373	0
9767	8	107.1796374	0
12778	8	107.1796375	0
21328	8	107.1796376	0
20594	8	107.1796377	0
54101	8	107.4398616	0
44424	8	107.4398617	0
21724	8	107.7000851	0
5819	8	107.7000852	0
27031	8	107.7000853	0
13415	8	107.7000854	0
54379	8	107.7000855	0
33297	8	107.7000856	0
45743	8	108.2270802	0
41254	8	108.4870094	0
41314	8	108.4870095	0
48860	8	108.7480682	0
14794	8	108.7480683	0
27354	8	108.7480684	0
2683	8	108.7480685	0
31148	8	108.7480686	0
43458	8	108.7480688	0
37234	8	108.7480689	0
9660	8	108.748069	0
40392	8	108.7480691	0
23968	8	108.7480692	0
40913	8	108.7480693	0
40783	8	108.7480694	0
38686	8	108.7480695	0
36720	8	108.7480696	0
43562	8	108.7480697	0
38496	8	108.7480698	0
30929	8	108.7480699	0
26979	8	108.7480702	0
50885	8	108.7480703	0
32891	8	108.7480704	0
14036	8	108.7480705	0
38841	8	110.0857552	0
232	8	110.0857553	0
10077	8	110.3376885	0
3116	8	110.3376886	0
20065	8	111.1336501	0
39655	8	112.6364981	0
4462	8	113.6106446	0
16993	8	113.9610601	0
53579	8	116.4400358	0
18888	8	116.7722644	0
36116	8	119.4990992	0
41393	8	119.4990993	0
18113	8	121.1092628	0
53128	8	121.1092629	0
7473	8	121.3784588	0
54736	8	121.3784589	0
33554	8	121.378459	0
10104	8	128.6277688	0
37980	8	130.1241971	0
13574	8	130.5328456	0
18968	8	133.7593473	0
35267	8	134.834111	0
22035	8	136.4499832	0
42369	8	141.6360146	0
38224	8	141.9884225	0
13269	8	143.4483263	0
42631	8	143.7892391	0
41283	8	150.4903019	0
38489	8	152.8847867	0
48805	8	153.6818705	0.035154244
22146	8	154.6475664	0
3429	8	156.6101864	0.003240077
34102	8	156.6101865	0.163989934
41179	8	156.8748529	0.150734483
42223	8	156.874853	0
33583	8	157.4629363	0.387375939
27467	8	159.5057666	1.058867237
1615	8	161.0860255	0
21259	8	161.0860256	0.022239246
30764	8	162.5637447	0
10332	8	164.0692141	0
53316	8	164.3485971	0
39834	8	164.3485972	0
45834	8	164.3485973	0
2245	8	164.3485975	0
53318	8	164.3485976	0
29980	8	164.3485977	0
17964	8	165.2751193	0
1743	9	10.51877114	0
20319	9	10.51877134	0.232941325
25658	9	11.26263894	0
47645	9	11.52580967	0
51405	9	11.52580977	0.338351061
36615	9	12.70752645	0
2585	9	13.09128352	0
53451	9	13.09128362	0
42980	9	13.37500545	0
10169	9	13.37500555	0
45145	9	13.37500565	0
31254	9	13.64600836	0
40750	9	13.92101007	0
6406	9	13.92101017	0
30252	9	14.4705661	0
25565	9	15.58686052	0
41034	9	15.84978364	0
16054	9	16.37441899	0
9267	9	16.37441909	0
47471	9	17.53074816	0
44120	9	20.82195447	0
116	9	20.82195457	0
12443	9	21.06740894	0
4967	9	21.33873544	0.082391598
37609	9	21.58897424	0
14287	9	21.58897434	0
47950	9	21.58897444	0
4449	9	21.58897454	0
51073	9	21.84942872	0
35460	9	22.10435884	0
7430	9	22.10436158	0
45770	9	22.63310609	0
2453	9	22.63310619	0
36659	9	22.89102861	0
18790	9	23.6937636	0
55309	9	24.48434418	0
14460	9	24.48434428	0
9114	9	24.48434438	0
14810	9	24.48434448	0
41119	9	24.48434458	0
17595	9	24.48434468	0
52119	9	24.74458673	0
19026	9	25.27159444	0
25113	9	25.27159454	0
48429	9	25.5331224	0
39923	9	25.79501214	0
24656	9	25.79501224	0
155	9	26.05648881	0
21068	9	26.31827298	0
2281	9	26.31827308	0
4632	9	26.31827318	0
50702	9	26.85422805	0
28617	9	27.41314459	0
13571	9	27.41314469	0
13408	9	30.37072653	0
21438	9	31.27001324	0
54465	9	31.27001344	0
24938	9	31.27001354	0
18889	9	36.78519629	0
52082	9	38.30322779	0
150	9	39.09789507	0
33113	9	39.09789517	0
17391	9	39.09789527	0
21552	9	39.09789537	0
17852	9	39.40437787	0
10043	9	40.04706751	0
31435	9	41.25633604	0
18763	9	42.97386453	0
40255	9	42.97386463	0
42875	9	43.7009196	0
23037	9	44.1834093	0
7886	9	45.98844503	0
41077	9	46.28636381	0
10797	9	46.28636391	0
13132	9	48.84771493	0
32118	9	49.09613931	0
3123	9	49.64292582	0
50533	9	50.83132353	0
22509	9	52.73736642	0
33300	9	52.73736652	0
28381	9	53.0583163	0
31049	9	53.97328869	0
14921	9	53.97328879	0
19070	9	53.97328889	0
48559	9	54.64181931	0
53012	9	56.64539785	0
40794	9	57.02303138	0
32812	9	57.30769518	0
14606	9	57.58841731	0
16711	9	58.12761253	0
17890	9	58.12761263	0
6136	9	59.57174799	0
10246	9	59.85592509	0
23029	9	61.33112158	0
51964	9	61.33112168	0
45297	9	61.33112178	0
28994	9	62.12840359	0
48688	9	62.12840369	0
5587	9	62.65934194	0
38011	9	63.45949495	0
219	9	63.45949505	0
29445	9	63.45949515	0
5098	9	63.72172562	0
55231	9	64.11825979	0
19664	9	64.11825989	0
11761	9	64.50878006	0
154	9	64.50878016	0
30465	9	64.50878026	0
50996	9	64.50878036	0
54181	9	64.50878046	0
24186	9	65.03530704	0
948	9	65.30275625	0
51438	9	66.1328896	0
7517	9	68.35809802	0
38488	9	69.06067357	0
40525	9	69.41057063	0
21136	9	69.41057083	0
6890	9	69.58301005	0
3249	9	90.13133646	0
13669	9	90.39760279	0
28756	9	90.69927791	0
8607	9	90.69927811	0
47086	9	90.96172475	0
49362	9	90.96172485	0
26815	9	90.96172495	0
28078	9	90.96172505	0
12455	9	91.28491563	0
10258	9	91.28491573	0
28780	9	91.28491583	0
49505	9	91.54557225	0
53997	9	91.54557255	0
52887	9	91.54557265	0
20386	9	91.54557275	0
34008	9	91.54557285	0
26249	9	91.80848757	0
11390	9	91.80848767	0
54749	9	91.80848777	0
36509	9	91.80848787	0.152968003
28577	9	92.06310811	0
41603	9	93.13537907	0
14298	9	93.13537927	0
32627	9	93.13537937	0
32431	9	93.38038689	0
39861	9	93.66931856	0
12830	9	93.97967524	0
8174	9	93.97967534	0
14768	9	94.25354932	0
1465	9	94.25354952	0
29665	9	95.06716869	0
9947	9	95.7203444	0
32502	9	95.96493365	0
43926	9	95.96493385	0
3647	9	95.96493395	0
55188	9	96.2170285	0
37644	9	96.2170286	0
32970	9	97.02370097	0
17330	9	97.82075854	0
25856	9	97.82075874	0
13740	9	98.08210337	0
31980	9	98.08210357	0
40881	9	98.08210367	0
49002	9	99.42179272	0
22460	9	100.2153118	0
40885	9	100.4598286	0
45595	9	100.4598287	0
32037	9	100.4598289	0
46134	9	100.459829	0
20745	9	100.4598293	0
55489	9	100.4598294	0
17757	9	100.4598295	0
15030	9	100.4598297	0
4360	9	100.7487284	0
15822	9	101.0757462	0
17557	9	121.8724987	0
47143	9	123.9727775	0
41529	9	124.3269057	0
38138	9	124.8805429	0
15909	9	125.2852027	0
29049	9	125.2852028	0
14537	9	125.2852029	0
15097	9	126.1865357	0
38940	9	127.6486363	0
25709	9	127.6486364	0
240	9	128.3064085	0
25105	9	128.9099966	0
5970	9	129.191149	0
10103	9	132.7960493	0
49441	9	136.1035915	0
37629	9	138.4986465	0
18421	9	138.6530897	0
41838	9	139.3484584	0
18480	9	140.9897208	0
28032	9	140.9897209	0
13924	9	144.9723622	0
47762	9	148.1393205	0
10914	9	151.1794123	0
6746	9	151.1794124	0
12250	9	153.1103044	0
23120	9	155.3500911	0
42914	9	156.0685355	0
22357	9	156.5525827	0.23891121
4643	9	160.0039384	0
11743	9	160.6620749	0
50887	9	160.662075	0
40443	9	164.0328282	0
20151	9	165.9107064	0
7159	9	166.2010412	0
29447	9	166.2010413	0
38521	9	167.0288425	0
5101	9	167.5903982	0
23878	9	167.5903984	0
50879	9	167.5903986	0
41421	9	169.2613094	0
1780	9	170.6544059	0
3054	9	170.9097826	0
16866	9	171.7232605	0
3190	9	171.7232606	0
36292	9	172.8088613	0
23495	9	173.6162289	0
28071	9	173.616229	0
24970	9	173.6162292	0
22717	9	173.8769576	0
53173	9	173.8769578	0
2565	9	173.8769579	0
13110	9	174.138899	0
38690	9	174.1388991	0
50146	9	174.1388992	0
21757	9	174.1388993	0
9197	9	174.1388994	0
5174	9	174.3993657	0
50244	9	174.3993658	0
2020	9	174.3993659	0
34590	9	174.399366	0
14742	9	174.3993661	0
34471	9	174.3993662	0
55694	9	174.3993663	0
49772	9	174.3993664	0
21510	9	174.3993665	0
28933	9	174.3993666	0
15371	9	174.923007	0
34827	9	175.5175796	0
51719	9	175.8062297	0
44486	9	176.4640743	0
52623	9	176.4640744	0
26676	9	178.0435367	0
37825	10	0.84965407	0
9833	10	1.51194528	0
7016	10	1.51194538	0
55476	10	1.51194548	0
51393	10	1.51194558	0
14827	10	1.904178375	0.020931372
13512	10	1.904178475	0
6659	10	1.904178675	0
23112	10	1.904178875	0
8648	10	1.904178975	0
20280	10	1.904179075	0
39527	10	1.904179575	0
38125	10	1.904179675	0
21418	10	2.692562842	0
30763	10	2.692563042	0
9868	10	3.216622674	0
13929	10	3.216622774	0
9646	10	3.492638015	0
24528	10	6.057216036	0
4637	10	9.184522868	0
24869	10	9.58799574	0
426	10	10.60321626	0
51913	10	10.93195597	0
32787	10	11.27120251	0
43891	10	14.97898003	0
300	10	15.23926265	0
16593	10	17.87091289	0
43813	10	21.1103868	0
49006	10	22.09310918	0
23140	10	26.9005	0
36902	10	30.87416902	0
42895	10	31.91853202	0
5453	10	33.90058726	0
31683	10	34.74928746	0
43619	10	35.03118392	0
11506	10	44.60906835	0
26467	10	50.08208839	0
3723	10	50.34144174	0
32311	10	53.005561	0
27185	10	53.30657496	0
45255	10	53.30657506	0
11418	10	53.66317421	0
12940	10	53.66317431	0
13744	10	54.35427181	0
50823	10	54.35427191	0
51203	10	54.35427201	0
31364	10	54.61302571	0
26333	10	55.41157221	0
51440	10	56.40689022	0
17912	10	57.49101727	0
17089	10	57.84673171	0
15958	10	59.00657138	0
36231	10	59.00657148	0
34904	10	59.53243993	0
3035	10	59.53244003	0
20395	10	59.53244013	0
32679	10	59.53244033	0
50417	10	60.7968999	0
40222	10	62.05842895	0
29792	10	62.05842905	0
44660	10	62.05842915	0
38807	10	62.05842925	0
47322	10	63.21391555	0
16735	10	63.79270573	0
13440	10	63.79270583	0
53270	10	64.31732116	0
25462	10	64.31732126	0
55023	10	64.57259266	0
5243	10	65.62797316	0
9402	10	65.62797326	0
39279	10	65.88837787	0
13471	10	65.88837797	0
20332	10	65.88837807	0
37360	10	65.88837817	0
